customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C00517,39,2,1379.0,3,1,2,6,At Risk
C00518,15,4,3471.0,4,3,5,12,Loyal Customers
C00519,22,7,3588.0,4,5,5,14,Champions
C00521,10,3,1358.0,5,2,2,9,Potential Loyalists
C00523,77,9,3683.0,1,5,5,11,Loyal Customers
C00524,53,5,2547.0,2,4,4,10,Loyal Customers
C00525,1,8,3821.0,5,5,5,15,Champions
C00526,80,3,1306.0,1,2,2,5,At Risk
C00528,28,2,1032.0,3,1,1,5,At Risk
C00529,68,4,1961.0,2,3,3,8,Potential Loyalists
C00530,47,5,2564.0,2,4,4,10,Loyal Customers
C00531,4,7,4291.0,5,5,5,15,Champions
C00532,65,6,2623.0,2,5,4,11,Loyal Customers
C00533,36,4,1291.0,3,3,2,8,Potential Loyalists
C00534,9,5,2053.0,5,4,3,12,Loyal Customers
C00535,128,2,766.0,1,1,1,3,Hibernating
C00536,17,1,426.0,4,1,1,6,At Risk
C00537,3,2,1601.0,5,1,3,9,Potential Loyalists
C00538,58,3,2276.0,2,2,4,8,Potential Loyalists
C00539,11,4,1997.0,4,3,3,10,Loyal Customers
C00540,7,5,1988.0,5,4,3,12,Loyal Customers
C00541,48,4,2541.0,2,3,4,9,Potential Loyalists
C00542,17,3,997.0,4,2,1,7,Potential Loyalists
C00543,6,6,2599.0,5,5,4,14,Champions
C00545,17,6,3218.0,4,5,5,14,Champions
C00546,39,5,3346.0,3,4,5,12,Loyal Customers
C00547,10,6,2286.0,5,5,4,14,Champions
C00548,87,4,1775.0,1,3,3,7,Potential Loyalists
C00549,100,4,2165.0,1,3,4,8,Potential Loyalists
C00550,47,3,1555.0,2,2,2,6,At Risk
C00551,85,5,2054.0,1,4,3,8,Potential Loyalists
C00552,6,5,2477.0,5,4,4,13,Champions
C00553,16,4,1992.0,4,3,3,10,Loyal Customers
C00554,4,4,1559.0,5,3,2,10,Loyal Customers
C00555,20,3,1116.0,4,2,2,8,Potential Loyalists
C00556,61,4,2198.0,2,3,4,9,Potential Loyalists
C00557,34,4,1708.0,3,3,3,9,Potential Loyalists
C00558,21,3,1410.0,4,2,2,8,Potential Loyalists
C00559,89,3,1930.0,1,2,3,6,At Risk
C00560,37,4,2051.0,3,3,3,9,Potential Loyalists
C00561,29,5,3278.0,3,4,5,12,Loyal Customers
C00562,147,1,353.0,1,1,1,3,Hibernating
C00563,159,1,575.0,1,1,1,3,Hibernating
C00564,35,5,2319.0,3,4,4,11,Loyal Customers
C00565,39,3,1490.0,3,2,2,7,Potential Loyalists
C00566,3,6,3836.0,5,5,5,15,Champions
C00568,36,6,3214.0,3,5,5,13,Champions
C00569,72,4,2015.0,2,3,3,8,Potential Loyalists
C00570,8,4,2473.0,5,3,4,12,Loyal Customers
C00571,24,5,2027.0,4,4,3,11,Loyal Customers
C00572,0,3,2189.0,5,2,4,11,Loyal Customers
C00573,34,4,2379.0,3,3,4,10,Loyal Customers
C00574,145,1,463.0,1,1,1,3,Hibernating
C00575,76,6,3549.0,1,5,5,11,Loyal Customers
C00576,140,3,1820.0,1,2,3,6,At Risk
C00577,71,1,926.0,2,1,1,4,Hibernating
C00578,40,5,2980.0,3,4,5,12,Loyal Customers
C00579,14,7,3526.0,4,5,5,14,Champions
C00580,27,6,3132.0,3,5,5,13,Champions
C00581,59,3,1719.0,2,2,3,7,Potential Loyalists
C00582,62,4,1944.0,2,3,3,8,Potential Loyalists
C00583,29,6,2322.0,3,5,4,12,Loyal Customers
C00584,4,6,3178.0,5,5,5,15,Champions
C00585,9,5,2380.0,5,4,4,13,Champions
C00586,45,2,1096.0,2,1,2,5,At Risk
C00587,24,2,528.0,4,1,1,6,At Risk
C00588,30,4,1922.0,3,3,3,9,Potential Loyalists
C00589,120,2,974.0,1,1,1,3,Hibernating
C00590,18,4,2640.0,4,3,4,11,Loyal Customers
C00591,5,2,959.0,5,1,1,7,Potential Loyalists
C00592,80,6,3313.0,1,5,5,11,Loyal Customers
C00593,65,5,2610.0,2,4,4,10,Loyal Customers
C00594,51,1,215.0,2,1,1,4,Hibernating
C00595,9,3,1503.0,5,2,2,9,Potential Loyalists
C00596,8,3,2035.0,5,2,3,10,Loyal Customers
C00597,39,3,1772.0,3,2,3,8,Potential Loyalists
C00598,44,3,1148.0,2,2,2,6,At Risk
C00599,76,3,1285.0,1,2,2,5,At Risk
C00600,68,4,1453.0,2,3,2,7,Potential Loyalists
C00601,112,4,2284.0,1,3,4,8,Potential Loyalists
C00602,21,8,4818.0,4,5,5,14,Champions
C00603,8,7,3701.0,5,5,5,15,Champions
C00604,123,4,2135.0,1,3,4,8,Potential Loyalists
C00605,13,5,2235.0,4,4,4,12,Loyal Customers
C00606,12,4,2139.0,4,3,4,11,Loyal Customers
C00607,14,1,626.0,4,1,1,6,At Risk
C00608,32,3,1680.0,3,2,3,8,Potential Loyalists
C00609,25,1,445.0,3,1,1,5,At Risk
C00610,19,2,1111.0,4,1,2,7,Potential Loyalists
C00611,11,4,2463.0,4,3,4,11,Loyal Customers
C00612,83,3,1355.0,1,2,2,5,At Risk
C00613,9,5,2104.0,5,4,3,12,Loyal Customers
C00614,0,6,2622.0,5,5,4,14,Champions
C00615,35,3,2087.0,3,2,3,8,Potential Loyalists
C00616,56,2,1493.0,2,1,2,5,At Risk
C00617,41,5,2480.0,3,4,4,11,Loyal Customers
C00618,0,9,4756.0,5,5,5,15,Champions
C00619,43,2,793.0,3,1,1,5,At Risk
C00620,58,4,2791.0,2,3,4,9,Potential Loyalists
C00621,20,8,3716.0,4,5,5,14,Champions
C00622,25,3,1595.0,3,2,2,7,Potential Loyalists
C00623,43,5,2474.0,3,4,4,11,Loyal Customers
C00624,16,8,3181.0,4,5,5,14,Champions
C00625,3,4,1976.0,5,3,3,11,Loyal Customers
C00626,53,5,2582.0,2,4,4,10,Loyal Customers
C00627,0,5,2519.0,5,4,4,13,Champions
C00628,37,3,988.0,3,2,1,6,At Risk
C00629,6,4,2545.0,5,3,4,12,Loyal Customers
C00630,22,7,2724.0,4,5,4,13,Champions
C00631,87,1,568.0,1,1,1,3,Hibernating
C00632,122,3,1310.0,1,2,2,5,At Risk
C00633,83,3,1882.0,1,2,3,6,At Risk
C00634,29,3,1313.0,3,2,2,7,Potential Loyalists
C00635,4,5,2266.0,5,4,4,13,Champions
C00636,56,2,1450.0,2,1,2,5,At Risk
C00637,15,9,4475.0,4,5,5,14,Champions
C00638,3,6,2902.0,5,5,5,15,Champions
C00639,77,8,3834.0,1,5,5,11,Loyal Customers
C00640,129,2,902.0,1,1,1,3,Hibernating
C00641,76,2,828.0,1,1,1,3,Hibernating
C00642,18,3,1868.0,4,2,3,9,Potential Loyalists
C00643,36,2,1315.0,3,1,2,6,At Risk
C00644,5,4,2616.0,5,3,4,12,Loyal Customers
C00645,30,4,2302.0,3,3,4,10,Loyal Customers
C00646,107,2,1084.0,1,1,2,4,Hibernating
C00647,43,2,849.0,3,1,1,5,At Risk
C00648,68,3,1298.0,2,2,2,6,At Risk
C00649,5,3,2039.0,5,2,3,10,Loyal Customers
C00650,78,5,2416.0,1,4,4,9,Potential Loyalists
C00651,61,4,1581.0,2,3,2,7,Potential Loyalists
C00652,135,3,1494.0,1,2,2,5,At Risk
C00653,34,3,1453.0,3,2,2,7,Potential Loyalists
C00654,38,4,1947.0,3,3,3,9,Potential Loyalists
C00655,4,2,1008.0,5,1,1,7,Potential Loyalists
C00656,113,2,1093.0,1,1,2,4,Hibernating
C00657,6,3,1704.0,5,2,3,10,Loyal Customers
C00658,102,3,1214.0,1,2,2,5,At Risk
C00659,32,3,1176.0,3,2,2,7,Potential Loyalists
C00660,9,4,1533.0,5,3,2,10,Loyal Customers
C00661,30,4,2300.0,3,3,4,10,Loyal Customers
C00662,4,7,4490.0,5,5,5,15,Champions
C00663,82,2,911.0,1,1,1,3,Hibernating
C00664,97,4,2371.0,1,3,4,8,Potential Loyalists
C00665,33,6,3035.0,3,5,5,13,Champions
C00666,46,4,1534.0,2,3,2,7,Potential Loyalists
C00667,4,2,984.0,5,1,1,7,Potential Loyalists
C00668,68,1,340.0,2,1,1,4,Hibernating
C00669,69,3,1162.0,2,2,2,6,At Risk
C00670,93,1,416.0,1,1,1,3,Hibernating
C00671,9,3,1513.0,5,2,2,9,Potential Loyalists
C00672,13,3,1055.0,4,2,2,8,Potential Loyalists
C00673,14,4,2011.0,4,3,3,10,Loyal Customers
C00674,23,2,469.0,4,1,1,6,At Risk
C00675,87,5,2212.0,1,4,4,9,Potential Loyalists
C00676,67,3,1858.0,2,2,3,7,Potential Loyalists
C00677,50,6,2782.0,2,5,4,11,Loyal Customers
C00678,29,5,2494.0,3,4,4,11,Loyal Customers
C00679,5,4,1747.0,5,3,3,11,Loyal Customers
C00680,0,2,793.0,5,1,1,7,Potential Loyalists
C00682,36,4,1622.0,3,3,3,9,Potential Loyalists
C00683,68,4,2049.0,2,3,3,8,Potential Loyalists
C00684,39,3,2102.0,3,2,3,8,Potential Loyalists
C00685,9,6,2910.0,5,5,5,15,Champions
C00686,48,6,3648.0,2,5,5,12,Loyal Customers
C00687,4,1,326.0,5,1,1,7,Potential Loyalists
C00688,74,2,1502.0,2,1,2,5,At Risk
C00689,38,2,759.0,3,1,1,5,At Risk
C00690,14,5,2441.0,4,4,4,12,Loyal Customers
C00691,128,4,1645.0,1,3,3,7,Potential Loyalists
C00692,114,2,1221.0,1,1,2,4,Hibernating
C00693,33,3,1584.0,3,2,2,7,Potential Loyalists
C00694,23,6,3367.0,4,5,5,14,Champions
C00695,13,3,1053.0,4,2,2,8,Potential Loyalists
C00696,3,2,485.0,5,1,1,7,Potential Loyalists
C00697,69,1,657.0,2,1,1,4,Hibernating
C00698,9,3,1327.0,5,2,2,9,Potential Loyalists
C00699,10,5,2577.0,5,4,4,13,Champions
C00700,27,2,956.0,3,1,1,5,At Risk
C00701,44,4,1910.0,2,3,3,8,Potential Loyalists
C00702,0,6,2380.0,5,5,4,14,Champions
C00703,22,3,1271.0,4,2,2,8,Potential Loyalists
C00704,65,3,2056.0,2,2,3,7,Potential Loyalists
C00705,31,5,2549.0,3,4,4,11,Loyal Customers
C00706,10,5,3402.0,5,4,5,14,Champions
C00707,2,7,3888.0,5,5,5,15,Champions
C00708,72,4,2011.0,2,3,3,8,Potential Loyalists
C00709,117,2,897.0,1,1,1,3,Hibernating
C00710,35,2,1040.0,3,1,1,5,At Risk
C00711,5,2,812.0,5,1,1,7,Potential Loyalists
C00712,17,5,2571.0,4,4,4,12,Loyal Customers
C00713,15,5,2777.0,4,4,4,12,Loyal Customers
C00714,35,2,1341.0,3,1,2,6,At Risk
C00715,60,4,1722.0,2,3,3,8,Potential Loyalists
C00716,69,5,2870.0,2,4,5,11,Loyal Customers
C00717,22,4,2874.0,4,3,5,12,Loyal Customers
C00718,2,3,1845.0,5,2,3,10,Loyal Customers
C00719,34,7,2663.0,3,5,4,12,Loyal Customers
C00720,8,1,484.0,5,1,1,7,Potential Loyalists
C00721,49,2,744.0,2,1,1,4,Hibernating
C00722,20,5,3048.0,4,4,5,13,Champions
C00723,1,1,402.0,5,1,1,7,Potential Loyalists
C00724,0,2,827.0,5,1,1,7,Potential Loyalists
C00725,51,4,2113.0,2,3,3,8,Potential Loyalists
C00726,17,2,720.0,4,1,1,6,At Risk
C00727,14,5,3535.0,4,4,5,13,Champions
C00728,2,4,2758.0,5,3,4,12,Loyal Customers
C00729,73,2,1417.0,2,1,2,5,At Risk
C00730,32,6,3460.0,3,5,5,13,Champions
C00731,66,4,2621.0,2,3,4,9,Potential Loyalists
C00732,107,4,1797.0,1,3,3,7,Potential Loyalists
C00733,33,4,1462.0,3,3,2,8,Potential Loyalists
C00734,30,3,1277.0,3,2,2,7,Potential Loyalists
C00735,135,3,1352.0,1,2,2,5,At Risk
C00736,6,6,2676.0,5,5,4,14,Champions
C00737,39,6,3959.0,3,5,5,13,Champions
C00738,0,3,1666.0,5,2,3,10,Loyal Customers
C00739,54,3,1299.0,2,2,2,6,At Risk
C00741,146,1,771.0,1,1,1,3,Hibernating
C00742,1,6,3735.0,5,5,5,15,Champions
C00743,50,3,1641.0,2,2,3,7,Potential Loyalists
C00744,12,8,3356.0,4,5,5,14,Champions
C00745,16,6,3152.0,4,5,5,14,Champions
C00746,7,5,2502.0,5,4,4,13,Champions
C00747,123,3,1478.0,1,2,2,5,At Risk
C00748,19,3,1243.0,4,2,2,8,Potential Loyalists
C00749,12,5,2471.0,4,4,4,12,Loyal Customers
C00750,57,4,1486.0,2,3,2,7,Potential Loyalists
C00751,41,4,1746.0,3,3,3,9,Potential Loyalists
C00752,14,4,1316.0,4,3,2,9,Potential Loyalists
C00753,75,5,3349.0,1,4,5,10,Loyal Customers
C00754,6,2,1078.0,5,1,2,8,Potential Loyalists
C00756,28,6,2566.0,3,5,4,12,Loyal Customers
C00757,13,6,2388.0,4,5,4,13,Champions
C00758,44,3,2184.0,2,2,4,8,Potential Loyalists
C00759,74,1,463.0,2,1,1,4,Hibernating
C00760,19,2,1098.0,4,1,2,7,Potential Loyalists
C00761,67,5,2881.0,2,4,5,11,Loyal Customers
C00762,29,2,857.0,3,1,1,5,At Risk
C00763,17,5,2618.0,4,4,4,12,Loyal Customers
C00764,54,2,776.0,2,1,1,4,Hibernating
C00765,73,8,4542.0,2,5,5,12,Loyal Customers
C00766,126,2,821.0,1,1,1,3,Hibernating
C00767,8,3,1070.0,5,2,2,9,Potential Loyalists
C00768,50,3,1386.0,2,2,2,6,At Risk
C00769,0,3,1668.0,5,2,3,10,Loyal Customers
C00770,7,4,2503.0,5,3,4,12,Loyal Customers
C00771,0,3,1215.0,5,2,2,9,Potential Loyalists
C00772,59,1,538.0,2,1,1,4,Hibernating
C00773,63,4,1445.0,2,3,2,7,Potential Loyalists
C00774,17,7,2569.0,4,5,4,13,Champions
C00775,23,5,1959.0,4,4,3,11,Loyal Customers
C00776,6,5,1845.0,5,4,3,12,Loyal Customers
C00777,1,2,1048.0,5,1,2,8,Potential Loyalists
C00778,98,3,1248.0,1,2,2,5,At Risk
C00779,10,5,2967.0,5,4,5,14,Champions
C00780,96,5,2977.0,1,4,5,10,Loyal Customers
C00781,15,4,2738.0,4,3,4,11,Loyal Customers
C00782,34,2,1187.0,3,1,2,6,At Risk
C00783,5,10,4803.0,5,5,5,15,Champions
C00784,36,2,994.0,3,1,1,5,At Risk
C00785,59,4,1525.0,2,3,2,7,Potential Loyalists
C00786,7,4,2222.0,5,3,4,12,Loyal Customers
C00787,52,4,2882.0,2,3,5,10,Loyal Customers
C00788,47,3,1324.0,2,2,2,6,At Risk
C00789,31,4,1889.0,3,3,3,9,Potential Loyalists
C00790,9,6,3860.0,5,5,5,15,Champions
C00791,6,2,1235.0,5,1,2,8,Potential Loyalists
C00792,59,3,1372.0,2,2,2,6,At Risk
C00793,103,4,2158.0,1,3,4,8,Potential Loyalists
C00794,1,4,1783.0,5,3,3,11,Loyal Customers
C00795,38,3,1333.0,3,2,2,7,Potential Loyalists
C00796,16,6,2681.0,4,5,4,13,Champions
C00797,113,1,605.0,1,1,1,3,Hibernating
C00798,27,9,5039.0,3,5,5,13,Champions
C00799,26,5,2465.0,3,4,4,11,Loyal Customers
C00800,44,1,511.0,2,1,1,4,Hibernating
C00801,19,5,2967.0,4,4,5,13,Champions
C00802,32,2,1074.0,3,1,2,6,At Risk
C00803,85,3,1716.0,1,2,3,6,At Risk
C00804,37,3,1455.0,3,2,2,7,Potential Loyalists
C00805,34,4,1896.0,3,3,3,9,Potential Loyalists
C00806,14,4,1488.0,4,3,2,9,Potential Loyalists
C00807,28,4,2286.0,3,3,4,10,Loyal Customers
C00808,96,3,993.0,1,2,1,4,Hibernating
C00809,38,4,3063.0,3,3,5,11,Loyal Customers
C00810,21,4,1900.0,4,3,3,10,Loyal Customers
C00811,39,5,2055.0,3,4,3,10,Loyal Customers
C00812,24,5,1924.0,4,4,3,11,Loyal Customers
C00813,22,1,708.0,4,1,1,6,At Risk
C00814,12,6,2939.0,4,5,5,14,Champions
C00815,5,5,2279.0,5,4,4,13,Champions
C00816,6,8,4367.0,5,5,5,15,Champions
C00817,96,1,430.0,1,1,1,3,Hibernating
C00818,45,3,1851.0,2,2,3,7,Potential Loyalists
C00819,14,3,1919.0,4,2,3,9,Potential Loyalists
C00820,11,4,2416.0,4,3,4,11,Loyal Customers
C00821,5,6,3341.0,5,5,5,15,Champions
C00822,32,3,1653.0,3,2,3,8,Potential Loyalists
C00823,15,4,1826.0,4,3,3,10,Loyal Customers
C00824,5,4,1956.0,5,3,3,11,Loyal Customers
C00825,15,2,938.0,4,1,1,6,At Risk
C00826,15,3,1748.0,4,2,3,9,Potential Loyalists
C00827,167,1,675.0,1,1,1,3,Hibernating
C00828,15,5,2463.0,4,4,4,12,Loyal Customers
C00829,37,1,745.0,3,1,1,5,At Risk
C00830,67,3,1508.0,2,2,2,6,At Risk
C00831,14,9,4406.0,4,5,5,14,Champions
C00832,48,2,726.0,2,1,1,4,Hibernating
C00833,131,1,421.0,1,1,1,3,Hibernating
C00834,4,5,2287.0,5,4,4,13,Champions
C00835,64,6,2457.0,2,5,4,11,Loyal Customers
C00836,28,5,1832.0,3,4,3,10,Loyal Customers
C00837,133,1,301.0,1,1,1,3,Hibernating
C00838,73,4,2194.0,2,3,4,9,Potential Loyalists
C00839,61,5,2687.0,2,4,4,10,Loyal Customers
C00840,9,5,1985.0,5,4,3,12,Loyal Customers
C00841,20,7,3709.0,4,5,5,14,Champions
C00842,8,6,3116.0,5,5,5,15,Champions
C00843,108,1,754.0,1,1,1,3,Hibernating
C00845,34,5,2540.0,3,4,4,11,Loyal Customers
C00846,15,7,3071.0,4,5,5,14,Champions
C00847,49,2,1255.0,2,1,2,5,At Risk
C00848,11,2,1390.0,4,1,2,7,Potential Loyalists
C00849,74,2,948.0,2,1,1,4,Hibernating
C00850,40,4,2295.0,3,3,4,10,Loyal Customers
C00851,29,6,2369.0,3,5,4,12,Loyal Customers
C00852,66,1,587.0,2,1,1,4,Hibernating
C00853,51,5,2887.0,2,4,5,11,Loyal Customers
C00854,99,3,1272.0,1,2,2,5,At Risk
C00855,95,3,1531.0,1,2,2,5,At Risk
C00856,79,3,1275.0,1,2,2,5,At Risk
C00857,50,4,2221.0,2,3,4,9,Potential Loyalists
C00858,24,3,1691.0,4,2,3,9,Potential Loyalists
C00859,77,2,1061.0,1,1,2,4,Hibernating
C00860,1,2,1037.0,5,1,1,7,Potential Loyalists
C00861,29,6,3323.0,3,5,5,13,Champions
C00862,12,3,1773.0,4,2,3,9,Potential Loyalists
C00863,97,2,1100.0,1,1,2,4,Hibernating
C00866,164,1,371.0,1,1,1,3,Hibernating
C00867,65,3,1228.0,2,2,2,6,At Risk
C00868,16,6,3199.0,4,5,5,14,Champions
C00869,26,6,2567.0,3,5,4,12,Loyal Customers
C00870,45,2,706.0,2,1,1,4,Hibernating
C00871,10,5,1729.0,5,4,3,12,Loyal Customers
C00872,31,5,3042.0,3,4,5,12,Loyal Customers
C00873,22,3,1266.0,4,2,2,8,Potential Loyalists
C00874,69,4,1427.0,2,3,2,7,Potential Loyalists
C00876,6,9,4589.0,5,5,5,15,Champions
C00877,13,7,3233.0,4,5,5,14,Champions
C00878,0,5,2568.0,5,4,4,13,Champions
C00879,5,3,1712.0,5,2,3,10,Loyal Customers
C00880,102,1,609.0,1,1,1,3,Hibernating
C00881,12,3,1065.0,4,2,2,8,Potential Loyalists
C00882,33,6,2707.0,3,5,4,12,Loyal Customers
C00883,3,7,3805.0,5,5,5,15,Champions
C00884,1,5,2259.0,5,4,4,13,Champions
C00885,157,1,1104.0,1,1,2,4,Hibernating
C00886,13,5,2949.0,4,4,5,13,Champions
C00887,13,2,1252.0,4,1,2,7,Potential Loyalists
C00888,50,3,1378.0,2,2,2,6,At Risk
C00889,31,3,1061.0,3,2,2,7,Potential Loyalists
C00890,46,4,2410.0,2,3,4,9,Potential Loyalists
C00891,119,2,724.0,1,1,1,3,Hibernating
C00892,23,6,3276.0,4,5,5,14,Champions
C00893,16,2,796.0,4,1,1,6,At Risk
C00894,25,6,2642.0,3,5,4,12,Loyal Customers
C00895,96,2,1116.0,1,1,2,4,Hibernating
C00896,2,9,5237.0,5,5,5,15,Champions
C00897,65,1,396.0,2,1,1,4,Hibernating
C00898,6,8,3350.0,5,5,5,15,Champions
C00899,63,5,2545.0,2,4,4,10,Loyal Customers
C00900,10,5,2027.0,5,4,3,12,Loyal Customers
C00901,3,7,4018.0,5,5,5,15,Champions
C00902,117,1,618.0,1,1,1,3,Hibernating
C00903,129,2,1021.0,1,1,1,3,Hibernating
C00904,11,3,1482.0,4,2,2,8,Potential Loyalists
C00905,9,5,2494.0,5,4,4,13,Champions
C00906,9,3,1291.0,5,2,2,9,Potential Loyalists
C00907,34,4,2210.0,3,3,4,10,Loyal Customers
C00908,39,6,2674.0,3,5,4,12,Loyal Customers
C00909,23,3,1429.0,4,2,2,8,Potential Loyalists
C00910,29,3,1845.0,3,2,3,8,Potential Loyalists
C00911,13,5,2829.0,4,4,5,13,Champions
C00912,171,1,225.0,1,1,1,3,Hibernating
C00913,33,3,1511.0,3,2,2,7,Potential Loyalists
C00914,1,4,1466.0,5,3,2,10,Loyal Customers
C00915,37,2,856.0,3,1,1,5,At Risk
C00916,177,1,837.0,1,1,1,3,Hibernating
C00917,74,4,2304.0,2,3,4,9,Potential Loyalists
C00918,5,3,1690.0,5,2,3,10,Loyal Customers
C00919,7,4,2796.0,5,3,4,12,Loyal Customers
C00920,35,4,1898.0,3,3,3,9,Potential Loyalists
C00921,7,4,1900.0,5,3,3,11,Loyal Customers
C00922,8,7,3444.0,5,5,5,15,Champions
C00923,5,1,531.0,5,1,1,7,Potential Loyalists
C00924,6,6,2337.0,5,5,4,14,Champions
C00925,7,4,2284.0,5,3,4,12,Loyal Customers
C00926,43,2,832.0,3,1,1,5,At Risk
C00927,32,1,461.0,3,1,1,5,At Risk
C00928,25,3,1328.0,3,2,2,7,Potential Loyalists
C00929,112,1,390.0,1,1,1,3,Hibernating
C00930,28,3,1492.0,3,2,2,7,Potential Loyalists
C00931,0,7,2947.0,5,5,5,15,Champions
C00932,2,4,1941.0,5,3,3,11,Loyal Customers
C00933,70,3,1262.0,2,2,2,6,At Risk
C00934,46,4,2191.0,2,3,4,9,Potential Loyalists
C00936,25,4,1668.0,3,3,3,9,Potential Loyalists
C00937,5,5,2914.0,5,4,5,14,Champions
C00938,13,5,2471.0,4,4,4,12,Loyal Customers
C00939,149,1,313.0,1,1,1,3,Hibernating
C00940,14,4,2065.0,4,3,3,10,Loyal Customers
C00941,47,1,264.0,2,1,1,4,Hibernating
C00942,39,3,1129.0,3,2,2,7,Potential Loyalists
C00943,78,2,636.0,1,1,1,3,Hibernating
C00944,91,2,868.0,1,1,1,3,Hibernating
C00945,87,4,1560.0,1,3,2,6,At Risk
C00946,47,1,793.0,2,1,1,4,Hibernating
C00947,87,2,950.0,1,1,1,3,Hibernating
C00948,12,5,3119.0,4,4,5,13,Champions
C00949,159,1,568.0,1,1,1,3,Hibernating
C00950,2,4,1435.0,5,3,2,10,Loyal Customers
C00951,19,3,1132.0,4,2,2,8,Potential Loyalists
C00952,64,4,1527.0,2,3,2,7,Potential Loyalists
C00953,89,4,1481.0,1,3,2,6,At Risk
C00954,40,3,1594.0,3,2,2,7,Potential Loyalists
C00955,15,5,1939.0,4,4,3,11,Loyal Customers
C00956,3,4,2916.0,5,3,5,13,Champions
C00957,24,7,3889.0,4,5,5,14,Champions
C00958,8,4,1757.0,5,3,3,11,Loyal Customers
C00959,14,7,3411.0,4,5,5,14,Champions
C00960,18,1,372.0,4,1,1,6,At Risk
C00961,9,7,4774.0,5,5,5,15,Champions
C00962,13,6,2425.0,4,5,4,13,Champions
C00963,76,2,1068.0,1,1,2,4,Hibernating
C00964,5,5,2337.0,5,4,4,13,Champions
C00965,25,6,2902.0,3,5,5,13,Champions
C00966,32,3,1508.0,3,2,2,7,Potential Loyalists
C00967,36,1,480.0,3,1,1,5,At Risk
C00969,22,3,1508.0,4,2,2,8,Potential Loyalists
C00970,22,7,2494.0,4,5,4,13,Champions
C00971,125,3,1737.0,1,2,3,6,At Risk
C00972,34,4,1692.0,3,3,3,9,Potential Loyalists
C00973,8,7,4901.0,5,5,5,15,Champions
C00974,81,1,330.0,1,1,1,3,Hibernating
C00975,55,2,1302.0,2,1,2,5,At Risk
C00976,72,4,2186.0,2,3,4,9,Potential Loyalists
C00977,6,4,1808.0,5,3,3,11,Loyal Customers
C00978,5,1,453.0,5,1,1,7,Potential Loyalists
C00979,1,3,1660.0,5,2,3,10,Loyal Customers
C00980,0,4,2102.0,5,3,3,11,Loyal Customers
C00981,47,3,1227.0,2,2,2,6,At Risk
C00982,60,8,4056.0,2,5,5,12,Loyal Customers
C00983,11,3,1514.0,4,2,2,8,Potential Loyalists
C00984,8,6,2060.0,5,5,3,13,Champions
C00985,16,5,2696.0,4,4,4,12,Loyal Customers
C00986,62,3,2297.0,2,2,4,8,Potential Loyalists
C00987,33,2,674.0,3,1,1,5,At Risk
C00988,27,5,2129.0,3,4,3,10,Loyal Customers
C00989,72,2,1073.0,2,1,2,5,At Risk
C00990,7,5,2481.0,5,4,4,13,Champions
C00991,9,3,1066.0,5,2,2,9,Potential Loyalists
C00992,95,2,893.0,1,1,1,3,Hibernating
C00993,11,5,3010.0,4,4,5,13,Champions
C00994,73,3,1350.0,2,2,2,6,At Risk
C00996,70,3,1036.0,2,2,1,5,At Risk
C00997,6,5,2307.0,5,4,4,13,Champions
C00998,35,6,4039.0,3,5,5,13,Champions
C00999,17,7,3479.0,4,5,5,14,Champions
C01000,90,2,1418.0,1,1,2,4,Hibernating
C01001,32,2,785.0,3,1,1,5,At Risk
C01002,0,5,2722.0,5,4,4,13,Champions
C01003,74,6,4380.0,2,5,5,12,Loyal Customers
C01004,18,8,4942.0,4,5,5,14,Champions
C01005,74,2,1168.0,2,1,2,5,At Risk
C01006,92,3,1797.0,1,2,3,6,At Risk
C01007,9,5,2031.0,5,4,3,12,Loyal Customers
C01008,2,6,3574.0,5,5,5,15,Champions
C01009,64,3,1281.0,2,2,2,6,At Risk
C01010,75,4,2557.0,1,3,4,8,Potential Loyalists
C01011,47,2,1297.0,2,1,2,5,At Risk
C01012,8,7,3587.0,5,5,5,15,Champions
C01013,36,4,2958.0,3,3,5,11,Loyal Customers
C01014,53,3,1551.0,2,2,2,6,At Risk
C01015,11,5,3237.0,4,4,5,13,Champions
C01016,75,4,2064.0,1,3,3,7,Potential Loyalists
C01017,35,7,3541.0,3,5,5,13,Champions
C01018,40,5,2681.0,3,4,4,11,Loyal Customers
C01019,134,2,1076.0,1,1,2,4,Hibernating
C01020,94,3,1742.0,1,2,3,6,At Risk
C01021,2,7,3591.0,5,5,5,15,Champions
C01022,65,2,978.0,2,1,1,4,Hibernating
C01023,67,4,2381.0,2,3,4,9,Potential Loyalists
C01024,3,2,954.0,5,1,1,7,Potential Loyalists
C01025,35,1,399.0,3,1,1,5,At Risk
C01026,85,2,1337.0,1,1,2,4,Hibernating
C01027,112,5,2241.0,1,4,4,9,Potential Loyalists
C01028,18,1,841.0,4,1,1,6,At Risk
C01029,4,8,3755.0,5,5,5,15,Champions
C01030,143,2,677.0,1,1,1,3,Hibernating
C01031,28,3,1524.0,3,2,2,7,Potential Loyalists
C01032,136,1,479.0,1,1,1,3,Hibernating
C01033,60,1,468.0,2,1,1,4,Hibernating
C01034,17,3,1498.0,4,2,2,8,Potential Loyalists
C01035,73,3,1765.0,2,2,3,7,Potential Loyalists
C01036,135,3,1170.0,1,2,2,5,At Risk
C01037,48,5,2126.0,2,4,3,9,Potential Loyalists
