order_id,order_date,customer_id,restaurant_id,city,cuisine,order_value,discount,delivery_fee,net_order_value,delivery_time_min,rating,order_status,payment_method,promo_used,distance_km,is_new_customer,month
O003033,2026-01-24,C00261,R0047,Hyderabad,Pizza,480.0,80,39,400.0,43,3.6,Delivered,UPI,True,4.4,False,2026-01
O003034,2026-06-24,C01386,R0010,Bengaluru,South Indian,384.0,60,0,324.0,26,4.2,Delivered,UPI,True,1.5,False,2026-06
O003035,2026-01-18,C00169,R0061,Delhi NCR,North Indian,283.0,0,19,283.0,38,4.3,Delivered,UPI,False,2.2,True,2026-01
O003036,2026-03-25,C00660,R0111,Pune,Biryani,300.0,100,49,200.0,31,4.5,Delivered,Card,True,4.1,True,2026-03
O003037,2026-06-05,C00200,R0220,Pune,Desserts,510.0,0,0,510.0,44,3.8,Delivered,UPI,False,5.0,False,2026-06
O003038,2026-01-05,C01409,R0045,Pune,Chinese,603.0,0,29,603.0,52,4.0,Delivered,Wallet,False,5.1,True,2026-01
O003039,2026-01-30,C00582,R0047,Chennai,Pizza,602.0,0,19,602.0,24,4.0,Delivered,UPI,False,3.2,False,2026-01
O003040,2026-01-01,C00566,R0162,Mumbai,Biryani,763.0,0,39,763.0,32,4.2,Delivered,Cash,False,1.1,True,2026-01
O003041,2026-03-27,C02443,R0118,Mumbai,Desserts,399.0,100,19,299.0,36,3.5,Delivered,UPI,True,3.3,False,2026-03
O003042,2026-03-23,C02399,R0141,Bengaluru,Pizza,562.0,40,19,522.0,18,4.4,Delivered,UPI,True,0.3,False,2026-03
O003043,2026-06-23,C00028,R0236,Chennai,Healthy,903.0,80,19,823.0,19,4.8,Delivered,Card,True,2.2,False,2026-06
O003044,2026-03-10,C01899,R0217,Chennai,Desserts,558.0,80,39,478.0,18,4.9,Delivered,UPI,True,1.3,False,2026-03
O003045,2026-01-31,C00632,R0023,Mumbai,Desserts,619.0,40,39,579.0,46,4.0,Delivered,UPI,True,6.5,False,2026-01
O003046,2026-04-01,C02428,R0036,Hyderabad,Burgers,467.0,0,49,467.0,40,4.2,Delivered,UPI,False,5.1,False,2026-04
O003047,2026-04-03,C01626,R0191,Hyderabad,Burgers,575.0,100,19,475.0,40,3.7,Delivered,UPI,True,9.1,False,2026-04
O003048,2026-05-07,C02576,R0076,Delhi NCR,South Indian,730.0,0,39,730.0,36,3.8,Delivered,UPI,False,3.7,False,2026-05
O003049,2026-06-05,C02037,R0175,Mumbai,North Indian,295.0,40,29,255.0,44,4.0,Delivered,UPI,True,2.3,False,2026-06
O003050,2026-01-16,C01311,R0109,Mumbai,Biryani,592.0,0,39,592.0,32,4.8,Delivered,UPI,False,5.6,False,2026-01
O003051,2026-02-23,C02951,R0194,Hyderabad,Biryani,523.0,80,29,443.0,51,3.7,Delivered,Cash,True,1.0,False,2026-02
O003052,2026-06-30,C01766,R0084,Bengaluru,South Indian,444.0,20,29,424.0,32,3.4,Delivered,UPI,True,0.9,False,2026-06
O003053,2026-05-20,C00807,R0080,Bengaluru,Chinese,499.0,80,19,419.0,22,3.8,Delivered,Cash,True,0.9,False,2026-05
O003054,2026-01-20,C02275,R0014,Mumbai,Pizza,410.0,60,39,350.0,33,5.0,Delivered,Card,True,2.1,False,2026-01
O003055,2026-03-23,C02075,R0181,Bengaluru,Biryani,404.0,20,39,384.0,36,4.3,Delivered,UPI,True,2.7,False,2026-03
O003056,2026-06-11,C01141,R0066,Hyderabad,Chinese,436.0,0,39,436.0,33,4.5,Delivered,Cash,False,2.4,False,2026-06
O003057,2026-06-30,C00089,R0177,Delhi NCR,North Indian,469.0,0,29,469.0,33,4.1,Delivered,UPI,False,4.6,False,2026-06
O003058,2026-05-31,C02667,R0016,Hyderabad,Burgers,439.0,0,0,439.0,50,3.8,Delivered,Card,False,6.7,False,2026-05
O003059,2026-04-19,C01759,R0196,Chennai,Healthy,590.0,20,0,570.0,44,3.5,Delivered,UPI,True,5.7,False,2026-04
O003060,2026-06-04,C00122,R0043,Delhi NCR,Healthy,558.0,20,19,538.0,36,4.8,Delivered,UPI,True,4.1,False,2026-06
O003061,2026-04-23,C01918,R0205,Bengaluru,Burgers,566.0,20,49,546.0,31,4.0,Delivered,UPI,True,1.5,False,2026-04
O003062,2026-01-17,C00866,R0102,Pune,South Indian,371.0,0,49,371.0,53,3.2,Delivered,UPI,False,6.5,True,2026-01
O003063,2026-06-25,C00033,R0113,Chennai,South Indian,764.0,0,0,764.0,48,4.5,Delivered,Card,False,10.5,False,2026-06
O003064,2026-05-29,C00603,R0193,Mumbai,North Indian,368.0,20,29,348.0,43,4.1,Delivered,Card,True,7.5,False,2026-05
O003065,2026-06-27,C00696,R0009,Mumbai,Pizza,264.0,0,29,264.0,28,4.3,Delivered,Cash,False,0.5,False,2026-06
O003066,2026-06-17,C02936,R0149,Chennai,Chinese,326.0,100,29,226.0,43,4.7,Delivered,UPI,True,1.6,True,2026-06
O003067,2026-05-06,C00525,R0082,Mumbai,Healthy,204.0,60,0,144.0,45,3.6,Delivered,UPI,True,3.1,False,2026-05
O003068,2026-01-03,C01048,R0235,Mumbai,North Indian,431.0,20,39,411.0,47,3.1,Delivered,Card,True,5.5,True,2026-01
O003069,2026-01-17,C01349,R0224,Delhi NCR,South Indian,273.0,0,0,273.0,31,3.8,Delivered,UPI,False,3.5,False,2026-01
O003070,2026-02-19,C02082,R0110,Mumbai,South Indian,413.0,80,39,333.0,37,3.3,Delivered,UPI,True,4.1,False,2026-02
O003071,2026-05-02,C00247,R0098,Bengaluru,Biryani,816.0,20,29,796.0,46,,Cancelled,Card,True,2.8,False,2026-05
O003072,2026-03-31,C02097,R0084,Pune,South Indian,742.0,20,39,722.0,31,3.1,Delivered,UPI,True,2.7,False,2026-03
O003073,2026-03-28,C01963,R0043,Delhi NCR,Healthy,414.0,0,29,414.0,42,4.7,Delivered,Card,False,2.0,False,2026-03
O003074,2026-01-06,C02960,R0066,Mumbai,Chinese,324.0,100,39,224.0,45,4.2,Delivered,UPI,True,1.6,False,2026-01
O003075,2026-06-05,C02228,R0132,Pune,Desserts,242.0,0,19,242.0,23,3.4,Delivered,UPI,False,2.4,False,2026-06
O003076,2026-02-24,C01394,R0123,Chennai,North Indian,463.0,60,39,403.0,31,3.2,Delivered,Card,True,1.4,True,2026-02
O003077,2026-06-22,C01908,R0109,Delhi NCR,Biryani,666.0,0,0,666.0,44,4.2,Delivered,UPI,False,3.1,False,2026-06
O003078,2026-05-27,C02024,R0102,Bengaluru,South Indian,337.0,20,29,317.0,52,3.5,Delivered,UPI,True,6.4,False,2026-05
O003079,2026-04-12,C00738,R0135,Hyderabad,Desserts,1120.0,80,29,1040.0,49,4.3,Delivered,Card,True,4.6,True,2026-04
O003080,2026-01-29,C01969,R0086,Chennai,Healthy,415.0,60,29,355.0,33,4.2,Delivered,UPI,True,2.1,True,2026-01
O003081,2026-05-31,C02638,R0084,Hyderabad,South Indian,378.0,60,39,318.0,29,3.5,Delivered,Card,True,2.7,False,2026-05
O003082,2026-04-21,C02544,R0186,Delhi NCR,Burgers,573.0,0,29,573.0,41,4.4,Delivered,Wallet,False,2.7,False,2026-04
O003083,2026-06-09,C02479,R0227,Pune,Pizza,612.0,60,39,552.0,36,3.6,Delivered,UPI,True,1.5,False,2026-06
O003084,2026-01-10,C01437,R0004,Pune,Burgers,345.0,0,0,345.0,28,3.3,Delivered,UPI,False,1.0,False,2026-01
O003085,2026-04-01,C00364,R0124,Mumbai,North Indian,409.0,60,19,349.0,29,4.3,Delivered,Card,True,1.5,False,2026-04
O003086,2026-06-26,C02358,R0245,Pune,Healthy,485.0,0,39,485.0,45,4.4,Delivered,UPI,False,1.7,False,2026-06
O003087,2026-01-29,C00982,R0020,Bengaluru,North Indian,892.0,0,19,892.0,30,,Cancelled,UPI,False,3.8,False,2026-01
O003088,2026-02-14,C01303,R0035,Delhi NCR,North Indian,353.0,60,0,293.0,39,3.3,Delivered,Card,True,2.5,True,2026-02
O003089,2026-02-20,C00227,R0097,Delhi NCR,Biryani,513.0,0,29,513.0,41,3.9,Delivered,Cash,False,2.4,False,2026-02
O003090,2026-04-11,C01267,R0243,Hyderabad,Desserts,676.0,80,29,596.0,19,4.7,Delivered,Cash,True,1.0,False,2026-04
O003091,2026-05-08,C02058,R0187,Mumbai,Desserts,912.0,100,39,812.0,46,3.9,Delivered,Cash,True,6.5,False,2026-05
O003092,2026-01-11,C01416,R0213,Pune,Healthy,556.0,0,0,556.0,50,3.8,Delivered,Card,False,6.1,True,2026-01
O003093,2026-03-23,C02096,R0173,Delhi NCR,Pizza,614.0,0,39,614.0,40,5.0,Delivered,UPI,False,7.9,False,2026-03
O003094,2026-05-08,C01648,R0014,Delhi NCR,Pizza,812.0,0,49,812.0,28,4.8,Delivered,Card,False,1.7,False,2026-05
O003095,2026-01-06,C02252,R0223,Delhi NCR,Healthy,241.0,20,19,221.0,21,,Cancelled,UPI,True,1.3,False,2026-01
O003096,2026-03-08,C02942,R0150,Delhi NCR,Biryani,427.0,60,19,367.0,28,4.2,Delivered,Cash,True,1.4,True,2026-03
O003097,2026-03-03,C00157,R0048,Chennai,Desserts,332.0,0,49,332.0,33,4.0,Delivered,Card,False,5.8,False,2026-03
O003098,2026-05-13,C02903,R0158,Hyderabad,Biryani,535.0,40,29,495.0,38,4.3,Delivered,Wallet,True,2.1,False,2026-05
O003099,2026-05-17,C02074,R0029,Hyderabad,Healthy,430.0,0,39,430.0,47,4.3,Delivered,UPI,False,5.9,False,2026-05
O003100,2026-01-28,C02469,R0036,Bengaluru,Burgers,808.0,0,19,808.0,26,4.1,Delivered,Cash,False,3.1,False,2026-01
O003101,2026-02-07,C01702,R0241,Bengaluru,Biryani,361.0,0,39,361.0,48,4.8,Delivered,UPI,False,5.1,False,2026-02
O003102,2026-02-12,C00761,R0042,Delhi NCR,Burgers,313.0,0,0,313.0,42,4.2,Delivered,Wallet,False,5.5,True,2026-02
O003103,2026-04-27,C00774,R0029,Hyderabad,Healthy,385.0,0,29,385.0,40,3.1,Delivered,UPI,False,4.1,False,2026-04
O003104,2026-05-29,C02312,R0135,Delhi NCR,Desserts,370.0,20,39,350.0,25,4.4,Delivered,Wallet,True,2.3,True,2026-05
O003105,2026-02-15,C01553,R0160,Hyderabad,Burgers,749.0,0,0,749.0,32,4.5,Delivered,UPI,False,3.0,True,2026-02
O003106,2026-06-15,C02636,R0141,Mumbai,Pizza,619.0,80,0,539.0,51,3.7,Delivered,Card,True,4.6,False,2026-06
O003107,2026-02-18,C00958,R0249,Pune,South Indian,540.0,0,29,540.0,49,4.1,Delivered,UPI,False,4.8,True,2026-02
O003108,2026-02-08,C02518,R0141,Bengaluru,Pizza,493.0,0,29,493.0,22,3.8,Delivered,Cash,False,1.7,False,2026-02
O003109,2026-03-12,C00254,R0182,Mumbai,Pizza,672.0,60,19,612.0,35,3.9,Delivered,UPI,True,2.0,False,2026-03
O003110,2026-05-07,C01570,R0142,Delhi NCR,North Indian,672.0,0,29,672.0,36,4.0,Delivered,UPI,False,4.8,False,2026-05
O003111,2026-06-07,C02788,R0134,Mumbai,Burgers,536.0,0,19,536.0,49,3.9,Delivered,UPI,False,2.5,False,2026-06
O003112,2026-05-29,C00118,R0144,Bengaluru,Desserts,237.0,0,39,237.0,28,4.0,Delivered,UPI,False,1.8,False,2026-05
O003113,2026-01-01,C00550,R0041,Hyderabad,South Indian,490.0,80,39,410.0,43,4.3,Delivered,UPI,True,0.3,True,2026-01
O003114,2026-06-09,C00911,R0180,Hyderabad,Burgers,897.0,0,39,897.0,33,4.5,Delivered,Cash,False,2.1,False,2026-06
O003115,2026-05-16,C00870,R0112,Delhi NCR,Healthy,257.0,0,19,257.0,65,5.0,Delivered,UPI,False,9.8,False,2026-05
O003116,2026-03-10,C00808,R0085,Delhi NCR,North Indian,347.0,80,0,267.0,66,3.9,Delivered,Card,True,4.8,False,2026-03
O003117,2026-01-30,C01673,R0245,Delhi NCR,Healthy,709.0,40,39,669.0,29,,Rejected,Cash,True,5.8,False,2026-01
O003118,2026-04-25,C00821,R0108,Hyderabad,Chinese,465.0,40,39,425.0,34,4.7,Delivered,Cash,True,1.7,False,2026-04
O003119,2026-01-08,C01782,R0144,Hyderabad,Desserts,742.0,60,29,682.0,40,4.5,Delivered,Card,True,4.6,True,2026-01
O003120,2026-04-23,C01222,R0005,Delhi NCR,Pizza,543.0,80,49,463.0,38,4.0,Delivered,Cash,True,1.6,False,2026-04
O003121,2026-01-19,C01602,R0152,Bengaluru,North Indian,553.0,0,0,553.0,33,,Cancelled,UPI,False,1.1,False,2026-01
O003122,2026-02-28,C02612,R0171,Mumbai,Desserts,305.0,0,0,305.0,57,4.4,Delivered,UPI,False,6.1,False,2026-02
O003123,2026-06-07,C02462,R0193,Hyderabad,North Indian,635.0,0,0,635.0,52,3.7,Delivered,Wallet,False,5.3,False,2026-06
O003124,2026-03-20,C00880,R0010,Bengaluru,South Indian,609.0,40,29,569.0,54,3.8,Delivered,UPI,True,7.1,True,2026-03
O003125,2026-02-05,C00993,R0235,Pune,North Indian,515.0,0,39,515.0,47,4.1,Delivered,Cash,False,2.6,True,2026-02
O003126,2026-02-24,C00001,R0239,Delhi NCR,Biryani,552.0,0,39,552.0,33,4.0,Delivered,Card,False,7.3,False,2026-02
O003127,2026-02-13,C00167,R0250,Mumbai,Healthy,423.0,0,49,423.0,37,4.3,Delivered,UPI,False,5.2,True,2026-02
O003128,2026-06-04,C02064,R0187,Bengaluru,Desserts,669.0,80,39,589.0,40,4.4,Delivered,Card,True,2.6,False,2026-06
O003129,2026-03-18,C02705,R0035,Delhi NCR,North Indian,654.0,20,0,634.0,33,3.6,Delivered,UPI,True,1.9,False,2026-03
O003130,2026-03-19,C00112,R0031,Pune,Biryani,863.0,20,0,843.0,29,4.3,Delivered,UPI,True,2.3,False,2026-03
O003131,2026-04-11,C01126,R0120,Pune,South Indian,283.0,80,29,203.0,42,5.0,Delivered,Card,True,1.8,True,2026-04
O003132,2026-06-25,C02642,R0079,Hyderabad,Burgers,740.0,100,39,640.0,50,4.0,Delivered,Card,True,5.7,False,2026-06
O003133,2026-01-30,C01430,R0139,Delhi NCR,Biryani,479.0,20,39,459.0,26,3.9,Delivered,UPI,True,5.5,True,2026-01
O003134,2026-02-08,C02006,R0009,Delhi NCR,Pizza,617.0,60,29,557.0,35,4.3,Delivered,UPI,True,4.8,False,2026-02
O003135,2026-01-13,C02044,R0194,Mumbai,Biryani,523.0,0,29,523.0,33,3.8,Delivered,UPI,False,0.5,True,2026-01
O003136,2026-05-02,C00507,R0044,Delhi NCR,North Indian,351.0,0,0,351.0,46,,Cancelled,Wallet,False,7.6,False,2026-05
O003137,2026-05-24,C01635,R0116,Hyderabad,South Indian,848.0,0,29,848.0,30,3.6,Delivered,UPI,False,3.9,False,2026-05
O003138,2026-06-21,C00671,R0222,Hyderabad,North Indian,428.0,40,0,388.0,18,3.8,Delivered,Card,True,1.0,False,2026-06
O003139,2026-04-22,C01691,R0144,Mumbai,Desserts,424.0,20,29,404.0,40,3.9,Delivered,Cash,True,4.9,False,2026-04
O003140,2026-06-04,C02807,R0120,Chennai,South Indian,539.0,0,29,539.0,32,5.0,Delivered,UPI,False,4.7,False,2026-06
O003141,2026-02-14,C02545,R0176,Bengaluru,Biryani,367.0,60,39,307.0,18,3.7,Delivered,UPI,True,1.0,False,2026-02
O003142,2026-04-29,C00965,R0053,Hyderabad,South Indian,352.0,0,39,352.0,31,4.1,Delivered,Card,False,2.5,False,2026-04
O003143,2026-02-04,C00281,R0065,Pune,Pizza,362.0,0,49,362.0,41,4.6,Delivered,Wallet,False,6.8,True,2026-02
O003144,2026-06-05,C00351,R0176,Bengaluru,Biryani,459.0,20,49,439.0,31,3.9,Delivered,UPI,True,5.0,False,2026-06
O003145,2026-01-07,C02382,R0070,Mumbai,Biryani,371.0,0,29,371.0,28,4.1,Delivered,Wallet,False,1.9,True,2026-01
O003146,2026-04-20,C01950,R0046,Pune,North Indian,393.0,40,39,353.0,41,4.3,Delivered,Card,True,9.0,False,2026-04
O003147,2026-04-24,C01967,R0121,Bengaluru,Biryani,374.0,0,49,374.0,30,3.6,Delivered,Wallet,False,2.0,False,2026-04
O003148,2026-02-20,C02809,R0121,Bengaluru,Biryani,305.0,20,19,285.0,51,3.6,Delivered,Cash,True,1.7,False,2026-02
O003149,2026-02-15,C01548,R0203,Hyderabad,Pizza,443.0,60,0,383.0,40,3.5,Delivered,UPI,True,4.9,False,2026-02
O003150,2026-01-20,C01307,R0033,Delhi NCR,Chinese,491.0,0,29,491.0,35,4.2,Delivered,UPI,False,1.7,True,2026-01
O003151,2026-04-06,C01965,R0180,Delhi NCR,Burgers,1139.0,80,29,1059.0,40,5.0,Delivered,Cash,True,2.9,False,2026-04
O003152,2026-02-07,C00728,R0081,Delhi NCR,Chinese,511.0,20,19,491.0,34,4.2,Delivered,UPI,True,0.9,False,2026-02
O003153,2026-04-14,C00823,R0055,Delhi NCR,Healthy,302.0,20,0,282.0,49,4.2,Delivered,UPI,True,1.9,False,2026-04
O003154,2026-02-01,C01438,R0179,Mumbai,Desserts,222.0,80,29,142.0,29,3.8,Delivered,UPI,True,1.3,False,2026-02
O003155,2026-06-03,C02062,R0098,Mumbai,Biryani,393.0,0,0,393.0,42,4.3,Delivered,UPI,False,4.9,False,2026-06
O003156,2026-02-27,C01080,R0110,Pune,South Indian,502.0,0,19,502.0,38,3.7,Delivered,Card,False,7.6,True,2026-02
O003157,2026-06-16,C02390,R0168,Mumbai,Biryani,399.0,40,39,359.0,38,3.6,Delivered,Card,True,3.6,False,2026-06
O003158,2026-05-28,C00199,R0153,Mumbai,Healthy,488.0,0,29,488.0,30,3.9,Delivered,UPI,False,3.8,False,2026-05
O003159,2026-03-23,C01884,R0191,Chennai,Burgers,845.0,0,29,845.0,42,2.8,Delivered,UPI,False,1.2,False,2026-03
O003160,2026-02-19,C00678,R0247,Hyderabad,Burgers,517.0,100,0,417.0,66,4.9,Delivered,UPI,True,12.2,False,2026-02
O003161,2026-02-21,C02706,R0150,Bengaluru,Biryani,743.0,0,39,743.0,33,3.8,Delivered,Card,False,5.3,False,2026-02
O003162,2026-03-27,C01465,R0218,Bengaluru,South Indian,461.0,0,0,461.0,32,3.1,Delivered,Card,False,3.4,False,2026-03
O003163,2026-04-25,C00078,R0125,Mumbai,Burgers,911.0,0,19,911.0,40,3.3,Delivered,UPI,False,4.0,False,2026-04
O003164,2026-05-30,C02160,R0091,Hyderabad,Burgers,418.0,40,39,378.0,52,4.3,Delivered,Card,True,10.8,False,2026-05
O003165,2026-02-22,C00535,R0038,Mumbai,Chinese,402.0,20,0,382.0,46,3.9,Delivered,UPI,True,5.6,False,2026-02
O003166,2026-03-07,C01399,R0137,Bengaluru,North Indian,513.0,20,49,493.0,68,4.4,Delivered,UPI,True,7.4,True,2026-03
O003167,2026-04-27,C01166,R0037,Mumbai,Chinese,785.0,60,19,725.0,58,3.2,Delivered,UPI,True,7.0,False,2026-04
O003168,2026-02-12,C01221,R0005,Chennai,Pizza,232.0,20,39,212.0,47,5.0,Delivered,UPI,True,2.6,False,2026-02
O003169,2026-03-23,C00790,R0082,Bengaluru,Healthy,561.0,20,19,541.0,41,4.0,Delivered,Card,True,4.4,False,2026-03
O003170,2026-05-31,C01564,R0150,Bengaluru,Biryani,472.0,40,19,432.0,18,4.2,Delivered,Wallet,True,0.3,False,2026-05
O003171,2026-03-05,C01323,R0110,Pune,South Indian,315.0,0,39,315.0,32,4.6,Delivered,UPI,False,3.5,False,2026-03
O003172,2026-05-17,C01100,R0140,Delhi NCR,Biryani,329.0,0,49,329.0,29,4.3,Delivered,Cash,False,2.0,True,2026-05
O003173,2026-04-23,C02578,R0060,Chennai,Healthy,465.0,40,0,425.0,56,3.7,Delivered,Card,True,6.0,False,2026-04
O003174,2026-05-15,C02148,R0172,Hyderabad,North Indian,197.0,0,29,197.0,21,3.6,Delivered,UPI,False,3.4,False,2026-05
O003175,2026-06-18,C01503,R0150,Bengaluru,Biryani,531.0,0,19,531.0,60,4.1,Delivered,UPI,False,4.9,False,2026-06
O003176,2026-02-23,C01492,R0006,Bengaluru,Biryani,1411.0,80,0,1331.0,47,4.9,Delivered,Card,True,3.6,False,2026-02
O003177,2026-03-06,C01660,R0228,Bengaluru,Burgers,722.0,60,29,662.0,38,3.2,Delivered,UPI,True,4.7,True,2026-03
O003178,2026-01-02,C01901,R0027,Pune,Desserts,1258.0,40,29,1218.0,31,4.2,Delivered,Card,True,2.0,True,2026-01
O003179,2026-05-12,C01316,R0239,Delhi NCR,Biryani,882.0,60,19,822.0,45,3.7,Delivered,Card,True,4.5,False,2026-05
O003180,2026-03-19,C00125,R0055,Bengaluru,Healthy,598.0,80,29,518.0,38,4.5,Delivered,UPI,True,5.5,False,2026-03
O003181,2026-02-01,C00519,R0143,Chennai,Burgers,203.0,80,0,123.0,35,4.3,Delivered,UPI,True,3.0,True,2026-02
O003182,2026-04-10,C02071,R0064,Delhi NCR,Desserts,488.0,0,39,488.0,39,4.1,Delivered,UPI,False,1.8,False,2026-04
O003183,2026-05-10,C00162,R0249,Bengaluru,South Indian,1237.0,0,19,1237.0,30,4.5,Delivered,Card,False,1.7,False,2026-05
O003184,2026-04-14,C02677,R0017,Mumbai,Healthy,379.0,0,0,379.0,43,4.3,Delivered,UPI,False,2.0,False,2026-04
O003185,2026-05-22,C02554,R0003,Delhi NCR,Chinese,365.0,20,39,345.0,35,4.0,Delivered,Card,True,3.8,False,2026-05
O003186,2026-05-28,C00882,R0010,Mumbai,South Indian,437.0,0,49,437.0,34,4.1,Delivered,UPI,False,1.3,False,2026-05
O003187,2026-03-30,C01045,R0191,Chennai,Burgers,363.0,60,39,303.0,27,4.3,Delivered,UPI,True,0.9,False,2026-03
O003188,2026-02-18,C01788,R0063,Chennai,Burgers,558.0,20,0,538.0,39,,Cancelled,UPI,True,7.6,False,2026-02
O003189,2026-05-16,C01862,R0089,Bengaluru,Chinese,536.0,20,39,516.0,18,3.5,Delivered,Wallet,True,3.6,False,2026-05
O003190,2026-06-23,C00483,R0190,Mumbai,Pizza,670.0,0,0,670.0,45,3.7,Delivered,Cash,False,3.9,False,2026-06
O003191,2026-05-29,C01526,R0085,Bengaluru,North Indian,347.0,40,0,307.0,34,3.8,Delivered,Card,True,0.4,False,2026-05
O003192,2026-03-28,C01967,R0246,Bengaluru,Healthy,685.0,0,19,685.0,50,3.5,Delivered,UPI,False,4.6,False,2026-03
O003193,2026-06-09,C02357,R0104,Bengaluru,Healthy,350.0,0,39,350.0,40,4.1,Delivered,Card,False,2.1,False,2026-06
O003194,2026-01-08,C00874,R0137,Hyderabad,North Indian,321.0,60,0,261.0,45,4.2,Delivered,Wallet,True,1.9,True,2026-01
O003195,2026-04-11,C01577,R0152,Delhi NCR,North Indian,459.0,20,29,439.0,28,4.1,Delivered,Cash,True,5.4,False,2026-04
O003196,2026-01-16,C02251,R0032,Hyderabad,Pizza,430.0,0,29,430.0,19,4.0,Delivered,UPI,False,2.8,True,2026-01
O003197,2026-02-09,C02688,R0003,Delhi NCR,Chinese,547.0,100,29,447.0,32,4.0,Delivered,UPI,True,2.9,False,2026-02
O003198,2026-04-16,C00142,R0250,Hyderabad,Healthy,436.0,80,0,356.0,58,5.0,Delivered,Cash,True,6.4,True,2026-04
O003199,2026-01-27,C01880,R0161,Chennai,North Indian,637.0,100,0,537.0,47,4.9,Delivered,UPI,True,1.9,False,2026-01
O003200,2026-04-14,C01004,R0171,Bengaluru,Desserts,630.0,0,39,630.0,37,4.0,Delivered,UPI,False,3.7,False,2026-04
O003201,2026-04-15,C02663,R0109,Hyderabad,Biryani,310.0,0,29,310.0,35,4.4,Delivered,Card,False,3.4,False,2026-04
O003202,2026-05-26,C02155,R0140,Pune,Biryani,243.0,80,29,163.0,40,4.2,Delivered,UPI,True,4.1,False,2026-05
O003203,2026-02-04,C02015,R0093,Delhi NCR,South Indian,358.0,0,0,358.0,24,4.1,Delivered,UPI,False,1.1,True,2026-02
O003204,2026-04-23,C00529,R0213,Mumbai,Healthy,671.0,0,29,671.0,35,4.0,Delivered,Cash,False,1.4,False,2026-04
O003205,2026-02-21,C02624,R0103,Bengaluru,Chinese,431.0,20,29,411.0,31,4.3,Delivered,UPI,True,5.0,False,2026-02
O003206,2026-05-23,C00969,R0226,Delhi NCR,Healthy,329.0,20,29,309.0,18,3.3,Delivered,Wallet,True,2.8,False,2026-05
O003207,2026-02-22,C01773,R0097,Bengaluru,Biryani,326.0,20,49,306.0,26,4.0,Delivered,UPI,True,2.5,False,2026-02
O003208,2026-04-01,C02736,R0160,Delhi NCR,Burgers,570.0,0,0,570.0,47,4.2,Delivered,UPI,False,4.6,False,2026-04
O003209,2026-03-22,C02339,R0148,Bengaluru,Biryani,523.0,60,0,463.0,40,3.7,Delivered,UPI,True,4.4,False,2026-03
O003210,2026-04-14,C00805,R0195,Chennai,Chinese,504.0,40,0,464.0,37,4.1,Delivered,Card,True,2.0,True,2026-04
O003211,2026-03-07,C01335,R0068,Chennai,Burgers,202.0,20,29,182.0,42,4.0,Delivered,Cash,True,2.4,True,2026-03
O003212,2026-04-23,C00668,R0145,Bengaluru,Burgers,340.0,0,29,340.0,34,4.4,Delivered,UPI,False,2.2,True,2026-04
O003213,2026-01-31,C00385,R0242,Chennai,Biryani,796.0,40,19,756.0,55,5.0,Delivered,UPI,True,5.8,False,2026-01
O003214,2026-03-02,C01609,R0209,Bengaluru,Pizza,930.0,20,39,910.0,35,3.4,Delivered,UPI,True,7.3,False,2026-03
O003215,2026-04-11,C02749,R0147,Pune,Healthy,171.0,20,29,151.0,40,3.2,Delivered,UPI,True,3.6,False,2026-04
O003216,2026-04-15,C00013,R0132,Mumbai,Desserts,473.0,0,19,473.0,41,,Rejected,UPI,False,1.3,False,2026-04
O003217,2026-04-08,C02208,R0093,Bengaluru,South Indian,236.0,20,39,216.0,30,,Cancelled,UPI,True,5.9,False,2026-04
O003218,2026-02-03,C01308,R0017,Bengaluru,Healthy,421.0,0,29,421.0,42,4.7,Delivered,Cash,False,8.7,False,2026-02
O003219,2026-02-28,C02613,R0192,Bengaluru,Chinese,345.0,20,0,325.0,19,4.0,Delivered,UPI,True,2.6,False,2026-02
O003220,2026-01-03,C02056,R0022,Bengaluru,South Indian,642.0,100,29,542.0,28,3.4,Delivered,UPI,True,1.1,True,2026-01
O003221,2026-01-17,C00072,R0194,Hyderabad,Biryani,287.0,20,39,267.0,32,4.5,Delivered,Card,True,3.0,False,2026-01
O003222,2026-03-19,C02940,R0170,Bengaluru,Chinese,376.0,0,19,376.0,34,3.2,Delivered,Wallet,False,3.6,False,2026-03
O003223,2026-02-15,C02146,R0204,Bengaluru,Pizza,269.0,0,29,269.0,29,3.8,Delivered,Wallet,False,3.9,False,2026-02
O003224,2026-06-15,C02135,R0173,Bengaluru,Pizza,538.0,60,29,478.0,41,4.8,Delivered,Card,True,2.2,False,2026-06
O003225,2026-02-04,C01866,R0011,Chennai,Chinese,729.0,0,49,729.0,43,4.6,Delivered,Cash,False,3.8,True,2026-02
O003226,2026-05-09,C00101,R0181,Delhi NCR,Biryani,866.0,0,49,866.0,45,5.0,Delivered,Cash,False,2.2,False,2026-05
O003227,2026-04-22,C00281,R0232,Pune,Desserts,703.0,0,29,703.0,29,4.1,Delivered,UPI,False,1.1,False,2026-04
O003228,2026-06-06,C00883,R0188,Mumbai,Desserts,393.0,80,39,313.0,46,4.0,Delivered,UPI,True,2.3,False,2026-06
O003229,2026-05-12,C01313,R0029,Delhi NCR,Healthy,349.0,40,0,309.0,43,3.5,Delivered,UPI,True,4.0,False,2026-05
